Name,Source,Type,Rarity,Power,Attune-Requirement,Attune,Cursed,Ibs,Use,Proficiency-Tools,Quality-1,Quality-2,Quality-3,No-of-Mat,Mat-Base-Price,Mat-Total-Cost,Labor-Cost,Enchant-Cost,Resale-Normal,Total-Cost,Description
Glaive of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Greataxe of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Greatclub of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Greatsword of Vengeance,DMG 206,Weapon,Uncommon,Major,none,TRUE,TRUE,,Permanent,Smiths-Tools,Chaotic,Psychic,,8,60,480,105,15,300,600,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. 

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons othethan this one. 

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you cant reach the creature to make a melee attack against it. 

You can break the curse in the usual ways. Alternatively, casting banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties. "
Greatsword of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Halberd of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Hand Crossbow of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Handaxe of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Heavy Crossbow of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Javelin of Lightning,DMG 178,Weapon,Uncommon,Major,,FALSE,FALSE,2.00,Charged,Smiths-Tools,Lightning,Theurgic,,6,60,360,75,15,225,450,"This javelin is a magic weapon. When you hurl it and speak its command word, it transforms into a bolt of lightning, forming a line 5 feet wide that extends out from you to a target within 120 feet. Each creature in the line excluding you and the target must make a DC 13 Dexterity saving throw, taking 4d6 lightning damage on a failed save, and half as much damage on a successful one. The lightning bolt turns back into a javelin when it reaches the target. Make a ranged weapon attack against the target. On a hit, the target takes damage from the javelin plus 4d6 lightning damage.

The javelins property cant be used again until the next dawn. In the meantime, the javelin can still be used as a magic weapon.

Proficiency with a javelin allows you to add your proficiency bonus to the attack roll for any attack you make with it."
Javelin of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,2.00,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Lance of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Light Crossbow of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Light Hammer of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Longbow of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Longsword of Vengeance,DMG 206,Weapon,Uncommon,Major,none,TRUE,TRUE,,Permanent,Smiths-Tools,Chaotic,Psychic,,8,60,480,105,15,300,600,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. 

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons othethan this one. 

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you cant reach the creature to make a melee attack against it. 

You can break the curse in the usual ways. Alternatively, casting banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties. "
Longsword of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Mace of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,4.00,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Maul of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Morningstar of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Net of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Weavers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Pike of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Quarterstaff of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Rapier of Vengeance,DMG 206,Weapon,Uncommon,Major,none,TRUE,TRUE,2.00,Permanent,Smiths-Tools,Chaotic,Psychic,,8,60,480,105,15,300,600,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. 

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons othethan this one. 

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you cant reach the creature to make a melee attack against it. 

You can break the curse in the usual ways. Alternatively, casting banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties. "
Rapier of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,2.00,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Scimitar of Vengeance,DMG 206,Weapon,Uncommon,Major,none,TRUE,TRUE,3.00,Permanent,Smiths-Tools,Chaotic,Psychic,,8,60,480,105,15,300,600,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. 

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons othethan this one. 

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you cant reach the creature to make a melee attack against it. 

You can break the curse in the usual ways. Alternatively, casting banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties. "
Scimitar of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,3.00,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Shortbow of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Shortsword of Vengeance,DMG 206,Weapon,Uncommon,Major,none,TRUE,TRUE,,Permanent,Smiths-Tools,Chaotic,Psychic,,8,60,480,105,15,300,600,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. 

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons othethan this one. 

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you cant reach the creature to make a melee attack against it. 

You can break the curse in the usual ways. Alternatively, casting banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties. "
Shortsword of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Sickle of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Sling of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Leatherworkers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Spear of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Trident of Fish Command,DMG 209,Weapon,Uncommon,Major,none,TRUE,FALSE,4.00,Charged,Smiths-Tools,Psychic,Vital,,6,60,360,75,15,225,450,"This trident is a magic weapon. It has 3 charges. While you carry it, you can use an action and expend 1 charge to cast dominate beast (save DC 15) from it on a beast that has an innate swimming speed. The trident regains 1d3 expended charges daily at dawn.

Proficiency with a trident allows you to add your proficiency bonus to the attack roll for any attack you make with it."
Trident of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
War Pick of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Warhammer of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
Whip of Warning,DMG 213,Weapon,Uncommon,Major,none,TRUE,FALSE,,Permanent,Leatherworkers-Tools,Theurgic,,,8,60,480,105,15,300,600,"This magic weapon warns you of danger. While the weapon is on your person, you have advantage on initiative rolls. In addition, you and any of your companions within 30 feet of you cant be surprised, except when incapacitated by something other than nonmagica l sleep. The weapon magically awakens you and your companions within range if any of you are sleeping naturally when combat begins. "
+3 Arrows,DMG 150,Weapon,Very-Rare,Minor,,FALSE,FALSE,,Limited,Woodcarvers-Tools,Theurgic,,,3,"2,000","6,000","1,400",100,"3,750","7,500","You have a bonus to attack and damage rolls made with this piece of magic ammunition. The bonus is determined by the rarity of the ammunition. Once it hit a target, the ammunition is no longer magical. "
+3 Battleaxe,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Blowgun,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Blowgun Needles,DMG 150,Weapon,Very-Rare,Minor,,FALSE,FALSE,,Limited,Smiths-Tools,Theurgic,,,3,"2,000","6,000","1,400",100,"3,750","7,500","You have a bonus to attack and damage rolls made with this piece of magic ammunition. The bonus is determined by the rarity of the ammunition. Once it hit a target, the ammunition is no longer magical. "
+3 Club,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Crossbow Bolts,DMG 150,Weapon,Very-Rare,Minor,,FALSE,FALSE,,Limited,Woodcarvers-Tools,Theurgic,,,3,"2,000","6,000","1,400",100,"3,750","7,500","You have a bonus to attack and damage rolls made with this piece of magic ammunition. The bonus is determined by the rarity of the ammunition. Once it hit a target, the ammunition is no longer magical. "
+3 Dagger,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Dart,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Flail,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Glaive,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Greataxe,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Greatclub,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Greatsword,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Halberd,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Hand Crossbow,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Handaxe,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Heavy Crossbow,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Javelin,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Lance,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Light Crossbow,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Tinkers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Light Hammer,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Longbow,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Longsword,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Mace,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Maul,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Moon Sickle,TCE 133,Weapon,Very-Rare,Major,druid or ranger,TRUE,FALSE,,Permanent,Smiths-Tools,Theurgic,Vital,,8,"2,000","16,000","3,800",200,"10,000","20,000","This silver-bladed sickle glimmers softly with moonlight. While holding this magic weapon, you gain a +3 bonus to attack and damage rolls made with it, and you gain a +3 bonus to spell attack rolls and the saving throw DCs of your druid and ranger spells. In addition, you can use the sickle as a spellcasting focus for your druid and ranger spells.

When you cast a spell that restores hit points, you can roll a d4 and add the number rolled to the amount of hit points restored, provided you are holding the sickle.

Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons."
+3 Morningstar,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Net,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Weavers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Pike,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Quarterstaff,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Rapier,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Scimitar,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Shortbow,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Shortsword,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Sickle,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Sling,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Leatherworkers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Sling Bullets,DMG 150,Weapon,Very-Rare,Minor,,FALSE,FALSE,,Limited,Smiths-Tools,Theurgic,,,3,"2,000","6,000","1,400",100,"3,750","7,500","You have a bonus to attack and damage rolls made with this piece of magic ammunition. The bonus is determined by the rarity of the ammunition. Once it hit a target, the ammunition is no longer magical. "
+3 Spear,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Trident,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 War Pick,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
